1|1|0|llg_id|EQ|5020|5090
2|1|0|llg_id|EQ|5025|5025
3|1|0|llg_id|EQ|5242|5242
4|1|0|llg_id|EQ|1022|11022
5|1|0|llg_id|EQ|5006|5006
6|1|0|llg_id|EQ|5007|5007
7|1|0|llg_id|EQ|4401|14401
8|1|0|llg_id|EQ|4402|14402
9|1|0|llg_id|EQ|7201|7201
10|1|0|llg_id|EQ|7202|7202
11|1|0|llg_id|EQ|4501|14501
12|1|0|llg_id|EQ|7301|7301
13|1|0|llg_id|EQ|8888|8888
14|1|0|llg_id|EQ|5205|5205
15|1|0|llg_id|EQ|7063|7063
16|1|0|llg_id|EQ|7064|7064
17|1|0|llg_id|EQ|7065|7065
18|1|0|llg_id|EQ|6016|6016
19|1|0|llg_id|EQ|4036|14036
20|1|0|llg_id|EQ|7007|7007
21|1|0|llg_id|EQ|1336|11336
22|1|0|llg_id|EQ|1971|11971
23|1|0|llg_id|EQ|1972|11972
24|1|0|llg_id|EQ|2710|12710
25|1|0|llg_id|EQ|7071|7071
26|1|0|llg_id|EQ|7077|7077
27|1|0|llg_id|EQ|4842|14842
28|1|0|llg_id|EQ|7125|7125
29|1|0|llg_id|EQ|4325|14325
30|1|0|llg_id|EQ|1157|11157
31|1|0|llg_id|EQ|1159|11159
32|1|0|llg_id|EQ|4206|14206
33|1|0|llg_id|EQ|5651|5651
34|1|0|llg_id|EQ|5243|5243
35|1|0|llg_id|EQ|5225|5225
36|1|0|llg_id|EQ|1161|11161
37|1|0|llg_id|EQ|3390|13390
38|1|0|llg_id|EQ|3391|13391
39|1|0|llg_id|EQ|3392|13392
40|1|0|llg_id|EQ|7066|7066
41|1|0|llg_id|EQ|5236|5236
42|1|0|llg_id|EQ|5237|5237
43|1|0|llg_id|EQ|7066|7066
44|1|0|llg_id|EQ|1159|11159
45|1|0|llg_id|EQ|4863|14863
46|1|0|llg_id|EQ|7078|7078
